0,0.967119642,0.983456397,X2|X3|X5|X6
A,1.007033341,0.98955935,X3|X4
B,0.590174258,0.606397255,X6
C,3.5746239,3.393705937,X1|X3
D,0.623195537,0.620913491,X5|X6
0,0.847519346,0.848882039,X1|X6
A,0.888105176,0.89776237,X3|X4
B,0.452115017,0.471987986,X1|X2|X3|X5|X6
C,3.533414136,3.278193605,X1|X2|X3
D,0.562202422,0.562548032,X2|X5
0,1.065161696,0.999464396,X1
A,0.775495162,0.787312144,X5|X6
B,0.515173832,0.520029869,X2|X4
C,1.172635357,1.172204723,X4
D,0.536402906,0.510201759,X2|X4
0,0.917935086,0.874298066,X1|X5|X6
A,0.930350746,0.934855342,X2|X5
B,0.439381823,0.473213306,X6
C,1.143331063,1.193444631,X3|X5
D,0.485230042,0.495564495,X1|X6
0,0.854211997,0.855795965,X2|X3
A,0.824095878,0.826405817,X3|X5
B,0.476178638,0.446182152,X1|X3
C,1.166072751,1.158574887,X5
D,0.476263421,0.46174365,X2
0,0.942642816,0.947186583,X3|X5|X6
A,0.938510659,0.957495561,X2
B,0.5501836,0.531547212,X6
C,4.530103126,4.734084768,X3|X5
D,0.449539169,0.428503327,X1|X2|X4
0,0.829142564,0.752876219,X3
A,0.836668254,0.823120835,X2|X3|X4|X6
B,0.536603737,0.552341631,X1|X2|X3|X4|X5
C,1.090697384,1.109017224,X3|X4
D,0.536186494,0.536361734,X1|X2|X4
0,0.717235123,0.678942526,X1|X5
A,1.278867226,1.241914279,X3|X4|X5
B,0.5290447,0.535238753,X2|X5|X6
C,4.714394466,4.702586885,X2|X4|X5|X6
D,0.555218465,0.550589307,X1|X2|X4|X6
0,1.030338481,1.046607857,X4
A,0.656689756,0.644034641,X2|X6
B,0.455122407,0.438090272,X2|X3|X5|X6
C,1.374817585,1.3851646,X3
D,0.470433583,0.426336511,X1
0,1.141475672,1.083381977,X4
A,0.861320511,0.855523821,X2|X4|X5|X6
B,0.522289546,0.535728962,X4
C,3.484045147,3.429976737,X4
D,0.773498439,0.751171929,X2|X4|X5
0,0.726584899,0.634352914,X1|X5
0,0.726584899,0.634352914,X1|X5
A,0.77094055,0.741815129,X4|X6
B,0.456071727,0.44840813,X4
C,1.149991389,1.085691644,X2|X5
D,0.383958016,0.33967334,X1|X2|X4
0,0.836957889,0.803807495,X1|X3
A,0.861425977,0.873563363,X3|X5
B,0.522473357,0.532411888,X3|X4|X6
C,1.647535428,1.719070953,X2|X6
D,0.53687282,0.514930713,X1|X2|X5
0,0.701928317,0.72496989,X1|X2|X6
A,0.683986974,0.683952896,X2
B,0.470371014,0.464293616,X2|X3|X5|X6
C,1.057003843,1.039327136,X6
D,0.45876836,0.433735498,X5
0,0.964819735,0.914247498,X1
A,0.758944541,0.730960162,X2|X6
B,0.457819405,0.384545052,X2|X5
C,1.633197583,1.59858895,X3
D,0.639405541,0.645618816,X1|X2|X4|X5|X6
0,0.631138241,0.658056382,X2|X3|X5|X6
A,0.856620848,0.851649298,X4
B,0.467228776,0.473475908,X2|X5
C,0.753616651,0.723193259,X2|X3|X6
D,0.450901477,0.437172243,X2|X5|X6
0,0.99082844,1.029105714,X1
A,1.053564086,1.023171512,X5
B,0.589133515,0.59504258,X4
C,3.906438514,4.495962711,X3
D,0.630818011,0.599315234,X1|X4
0,0.872182082,0.828207426,X1|X4
A,0.606089861,0.593124936,X2|X4|X5
B,0.439229969,0.45940704,X2|X3|X4|X5|X6
C,0.846815724,0.806586102,X2|X4|X6
D,0.431696448,0.425150374,X3|X5
0,1.037806894,1.026670135,X1|X2|X4|X6
A,0.957995827,0.950544172,X4
B,0.524742162,0.504789992,X1|X3|X4|X5
C,3.550468866,3.13441774,X1|X2|X3|X5|X6
D,0.633839491,0.645293794,X2
0,0.788583675,0.82393455,X1|X3|X6
A,0.695195868,0.677012894,X4
B,0.517928617,0.552860737,X2|X3|X4|X5
