"0",0.894660534833232,0.887315722590376,"X2|X3|X4|X6"
"A",0.207027851086615,0.169458461161646,"X1|X2|X3|X4|X5"
"B",0.504940158418981,0.420225167054512,"X1"
"C",3.17945652985159,2.50686146059737,"X1|X4"
"D",0.20414981439351,0.182437785164925,"X1|X2|X3|X6"
"E",0.28369859419151,0.241973940823766,"X1|X6"
"0",0.822058027967032,0.747889983716486,"X2"
"A",0.214841797498937,0.158319260820599,"X1|X3|X5|X6"
"B",0.369151996233974,0.297288548614878,"X1|X4|X5"
"C",2.95184393845101,2.22090136232768,"X1"
"D",0.20214716762615,0.152885888242432,"X1|X2|X3"
"E",0.231037248115094,0.19506066559022,"X1"
"0",1.06501555102424,1.00953680872256,"X2|X4"
"A",0.229550912409752,0.18190042414159,"X1|X3|X4|X5"
"B",0.445663134905056,0.392350805048744,"X1"
"C",0.445300313452099,0.390564409627466,"X1|X3|X5"
"D",0.219572472491021,0.186742554168812,"X1|X2|X3|X4|X5"
"E",0.279905143086571,0.243260549430048,"X1|X2|X6"
"0",0.903359537793453,0.847002726911168,"X1|X6"
"A",0.225257879715388,0.162756599966962,"X1|X3|X6"
"B",0.342206148080714,0.365274836123246,"X1|X3|X4|X6"
"C",0.726604138955075,0.639676049182548,"X1"
"D",0.175931161136406,0.112093350311045,"X1|X2|X3"
"E",0.193212802855575,0.169754174671776,"X1|X3|X6"
"0",0.837299770797647,0.808299064484851,"X6"
"A",0.211834235841755,0.134431714777923,"X1|X4|X6"
"B",0.359293700952609,0.333175787658936,"X1|X2"
"C",0.543663152839421,0.499305125328382,"X1|X2|X4"
"D",0.21087835918338,0.184084142937,"X1|X2|X3|X6"
"E",0.223399994742331,0.185324101892027,"X3"
"0",0.87248743330009,0.856760621074479,"X1|X6"
"A",0.311429243195171,0.29157584997353,"X1|X2|X4|X5"
"B",0.511563001318775,0.408468519041849,"X1"
"C",2.86543711279371,2.25966795433,"X1"
"D",0.24807476772221,0.215577043959758,"X1|X2|X3|X4"
"E",0.225326885412263,0.203405066803067,"X2|X4|X6"
"0",0.796192102947075,0.765249662371012,"X1|X2"
"A",0.228003968992546,0.180565973741067,"X1|X3"
"B",0.464686553976474,0.393094160342693,"X1|X3"
"C",0.803414302666777,0.65761207167915,"X1|X3|X4"
"D",0.203144032064043,0.148637963367012,"X1|X2|X3|X6"
"E",0.252677490560452,0.240877854060039,"X1|X2|X5|X6"
"0",0.710443972050892,0.668500706942791,"X1|X5|X6"
"A",0.250078853841173,0.191764395774973,"X1|X3"
"B",0.458848485675296,0.349625949039438,"X1|X6"
"C",3.64733504838239,3.06246420574907,"X6"
"D",0.181518627603754,0.147462669194275,"X1|X2|X3|X4|X5"
"E",0.215382622757776,0.185635960815446,"X1|X5"
"0",0.954630208120152,0.943056927158886,"X1|X2|X4|X5"
"A",0.201367712045031,0.153265360937795,"X1|X3|X5"
"B",0.388099344237783,0.287448530279141,"X1|X4"
"C",0.659836978806778,0.552050074698098,"X1|X2|X6"
"D",0.181582725013508,0.126017950207282,"X1|X2|X3"
"E",0.226571559384479,0.188783959627219,"X6"
"0",1.15477319255353,1.09895526986391,"X4|X6"
"A",0.253488392245787,0.209633162151232,"X1|X2|X5"
"B",0.440302353690676,0.379819931235772,"X1"
"C",2.52686184569853,2.06451209815446,"X1|X4"
"D",0.185032454100843,0.135727527794178,"X1|X2|X3|X5"
"E",0.203982088025523,0.168484183429884,"X1|X4"
"0",0.68603566098438,0.578279609636435,"X1|X3"
"A",0.178334757577291,0.133526905296817,"X1|X4|X5"
"B",0.412080823755148,0.36801321929312,"X1|X5"
"C",0.86340244028484,0.72819740847778,"X1|X5"
"D",0.236803519163857,0.205864388888755,"X1|X2|X3"
"E",0.216234896407745,0.193990341115038,"X1|X2|X5|X6"
"0",0.817243151584423,0.827951028442922,"X1|X2|X3"
"A",0.273231476353871,0.211275436377645,"X1|X3|X5"
"B",0.426287842584294,0.351319600829118,"X1|X4"
"C",0.956490590249532,0.861062170348035,"X1|X4"
"D",0.207907510676457,0.163978048067034,"X1|X2|X3|X4|X6"
"E",0.244213039106021,0.212880414481596,"X2|X3|X4|X6"
"0",0.648101217355582,0.607895573010561,"X2|X4|X6"
"A",0.271184328314393,0.215217920848128,"X1|X5|X6"
"B",0.42012475481233,0.308650419428291,"X1"
"C",0.788844475253274,0.571925532519471,"X1"
"D",0.226531465855766,0.206998754725795,"X1|X2|X3"
"E",0.309604732628913,0.264845184024397,"X2|X4"
"0",0.975563734569721,0.986485317232996,"X1|X3|X4|X5"
"A",0.257375757957422,0.196150847401767,"X1|X3"
"B",0.440877660418128,0.345028718726358,"X1|X5"
"C",1.29164428155253,1.02424195491102,"X1"
"D",0.195751832946546,0.156666226750755,"X1|X2|X3|X4"
"E",0.241415338718403,0.248915139813163,"X1|X2|X3|X4|X5"
"0",0.577900824310676,0.541292434508906,"X1|X5|X6"
"A",0.210284536895046,0.123679845426331,"X1|X2|X4"
"B",0.443576476981356,0.33865923542685,"X1"
"C",0.556041365149901,0.414939785334338,"X1"
"D",0.184427459080129,0.116132216091363,"X1|X2|X3|X4"
"E",0.222012639890749,0.171600693015827,"X1|X2|X5"
"0",0.988741496821968,0.98912373670553,"X1|X5"
"A",0.239418631800431,0.183432981506165,"X1|X2|X3|X4"
"B",0.443755671199183,0.288341940543544,"X1|X5"
"C",3.38188707876801,3.3476001728005,"X1|X6"
"D",0.223348309071182,0.194749302521806,"X1|X2|X3"
"E",0.245520210247077,0.222506534467775,"X2"
"0",0.629460448736219,0.619459818944133,"X1|X6"
"A",0.203661788951374,0.1482667251787,"X1|X4"
"B",0.391053515360393,0.345483389437729,"X1|X2|X5"
"C",0.491370214872529,0.363931235899204,"X1|X2|X5"
"D",0.228377661729949,0.184889410445999,"X1|X2|X3"
"E",0.25134251712986,0.218462640373922,"X1|X2|X6"
"0",0.962513345052982,0.881731385639522,"X1|X2|X6"
"A",0.248752826817879,0.191636168958651,"X1|X2"
"B",0.459707663069222,0.405021850182262,"X1|X3"
"C",2.85588349760213,1.95062330930604,"X1|X2"
"D",0.210199487580128,0.170257792936946,"X1|X2|X3|X4|X6"
"E",0.253257913564879,0.223266254268296,"X3|X5|X6"
"0",0.724819491803822,0.693834973298344,"X3"
"A",0.317716828191852,0.280486805639942,"X1"
"B",0.442141516601224,0.364279942984441,"X1|X2|X4"
"C",0.601696587485309,0.537483520472725,"X1|X2|X4"
"D",0.239082494266545,0.229507760290517,"X1|X2|X3|X6"
"E",0.207097468216622,0.168124175667577,"X3|X5|X6"
"0",0.822027724807841,0.780309851840938,"X2"
"A",0.219070562384814,0.169185071175157,"X1|X4|X5"
"B",0.519317104763649,0.430733084327345,"X1|X3"
"C",3.4814737504136,2.82081195504577,"X1|X4"
"D",0.206168231838761,0.181381180027186,"X1|X2|X3|X4|X5"
"E",0.335637517012092,0.291281696794202,"X2|X4"
"0",1.29447584284238,1.31562136209847,"X2|X6"
"A",0.243521864626313,0.187461911353811,"X1|X2|X5|X6"
"B",0.363260175315619,0.326733110379308,"X1|X2|X3|X6"
"C",0.702339640797653,0.703653609808662,"X1|X2|X3|X5"
"D",0.204908844250298,0.155404824623375,"X1|X2|X3|X5|X6"
"E",0.252033850366609,0.235628893461071,"X1|X3"
"0",0.983990390984823,0.957143484268326,"X1|X2|X6"
"A",0.268792226956079,0.20730869396928,"X1"
"B",0.429809728773331,0.374878390936112,"X1|X2"
"C",0.756669249103944,0.577644266862306,"X1|X4"
"D",0.283427324022606,0.241565303601215,"X1|X2|X3"
"E",0.289774755991072,0.236940828474085,"X1|X6"
"0",0.864941101214728,0.95973517221012,"X1|X4"
"A",0.211396757366787,0.147907461963666,"X1|X5"
"B",0.501233714620047,0.419358461041516,"X1"
"C",1.14071232230044,0.749697773573104,"X1|X6"
"D",0.188176979221329,0.146510101248276,"X1|X2|X3"
"E",0.308055680408691,0.274606267727271,"X1|X3|X4"
"0",1.11890173698628,1.08309618168343,"X1|X2|X3"
"A",0.197593172547201,0.126047754709761,"X1|X4"
"B",0.40095966493659,0.318321567180219,"X1"
"C",0.620553599701403,0.459367948715337,"X1|X6"
"D",0.189925534473022,0.132851834812719,"X1|X2|X3|X4"
"E",0.255295295995263,0.204163000599545,"X3|X6"
"0",0.943370014734728,0.909458785882866,"X4|X5|X6"
"A",0.224837662840215,0.17849296907658,"X1|X3"
"B",0.489951311981824,0.398826294876446,"X1|X3|X5"
"C",2.63611123095497,2.0467975290542,"X1|X4"
"D",0.195449135082119,0.164808331343543,"X1|X2|X3|X4|X5"
"E",0.279428805464255,0.262670218135761,"X5"
